"Notes"	"Standard Residence Census Region"	"Standard Residence Census Region Code"	"Mother's Single Race 6"	"Mother's Single Race 6 Code"	"Age of Mother 9"	"Age of Mother 9 Code"	"Year"	"Year Code"	"Month"	"Month Code"	Fetal Deaths
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2021"	"2021"	"June"	"6"	44
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2021"	"2021"	"July"	"7"	39
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2021"	"2021"	"August"	"8"	46
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2021"	"2021"	"September"	"9"	50
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2021"	"2021"	"October"	"10"	43
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2021"	"2021"	"November"	"11"	44
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"35-39 years"	"35-39"	"2021"	"2021"	"December"	"12"	40
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2018"	"2018"	"January"	"1"	14
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2018"	"2018"	"February"	"2"	14
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2018"	"2018"	"March"	"3"	17
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2018"	"2018"	"April"	"4"	10
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2018"	"2018"	"May"	"5"	16
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2018"	"2018"	"August"	"8"	14
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2018"	"2018"	"September"	"9"	12
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2018"	"2018"	"October"	"10"	12
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2018"	"2018"	"November"	"11"	14
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2018"	"2018"	"December"	"12"	12
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2019"	"2019"	"March"	"3"	13
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2019"	"2019"	"April"	"4"	16
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2019"	"2019"	"May"	"5"	11
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2019"	"2019"	"June"	"6"	13
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2019"	"2019"	"July"	"7"	12
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2019"	"2019"	"September"	"9"	10
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2019"	"2019"	"October"	"10"	11
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2019"	"2019"	"November"	"11"	16
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2020"	"2020"	"January"	"1"	10
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2020"	"2020"	"March"	"3"	12
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2020"	"2020"	"April"	"4"	13
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2020"	"2020"	"May"	"5"	18
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2020"	"2020"	"June"	"6"	12
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2020"	"2020"	"August"	"8"	15
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2020"	"2020"	"September"	"9"	10
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2020"	"2020"	"November"	"11"	15
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2020"	"2020"	"December"	"12"	11
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2021"	"2021"	"March"	"3"	10
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2021"	"2021"	"April"	"4"	11
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2021"	"2021"	"May"	"5"	10
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2021"	"2021"	"June"	"6"	10
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2021"	"2021"	"July"	"7"	10
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2021"	"2021"	"August"	"8"	13
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2021"	"2021"	"September"	"9"	13
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2021"	"2021"	"October"	"10"	14
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2021"	"2021"	"November"	"11"	13
	"Census Region 3: South"	"CENS-R3"	"Black or African American"	"2054-5"	"40-44 years"	"40-44"	"2021"	"2021"	"December"	"12"	11
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"January"	"1"	26
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"February"	"2"	30
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"March"	"3"	29
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"April"	"4"	26
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"May"	"5"	23
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"June"	"6"	40
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"July"	"7"	42
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"August"	"8"	23
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"September"	"9"	28
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"October"	"10"	18
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"November"	"11"	29
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2018"	"2018"	"December"	"12"	37
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"January"	"1"	29
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"February"	"2"	15
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"March"	"3"	19
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"April"	"4"	29
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"May"	"5"	30
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"June"	"6"	27
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"July"	"7"	29
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"August"	"8"	24
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"September"	"9"	17
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"October"	"10"	27
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"November"	"11"	23
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2019"	"2019"	"December"	"12"	21
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"January"	"1"	33
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"February"	"2"	17
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"March"	"3"	22
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"April"	"4"	24
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"May"	"5"	22
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"June"	"6"	26
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"July"	"7"	19
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"August"	"8"	26
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"September"	"9"	24
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"October"	"10"	19
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"November"	"11"	25
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2020"	"2020"	"December"	"12"	21
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"January"	"1"	31
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"February"	"2"	21
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"March"	"3"	15
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"April"	"4"	24
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"May"	"5"	25
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"June"	"6"	25
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"July"	"7"	15
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"August"	"8"	23
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"September"	"9"	37
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"October"	"10"	18
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"November"	"11"	22
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"15-19 years"	"15-19"	"2021"	"2021"	"December"	"12"	24
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"January"	"1"	100
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"February"	"2"	82
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"March"	"3"	91
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"April"	"4"	83
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"May"	"5"	79
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"June"	"6"	77
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"July"	"7"	98
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"August"	"8"	96
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"September"	"9"	95
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"October"	"10"	79
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"November"	"11"	78
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2018"	"2018"	"December"	"12"	79
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"January"	"1"	90
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"February"	"2"	79
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"March"	"3"	81
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"April"	"4"	82
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"May"	"5"	90
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"June"	"6"	80
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"July"	"7"	78
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"August"	"8"	107
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"September"	"9"	90
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"October"	"10"	73
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"November"	"11"	79
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2019"	"2019"	"December"	"12"	77
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"January"	"1"	79
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"February"	"2"	74
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"March"	"3"	77
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"April"	"4"	99
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"May"	"5"	80
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"June"	"6"	61
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"July"	"7"	78
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"August"	"8"	77
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"September"	"9"	67
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"October"	"10"	81
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"November"	"11"	79
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2020"	"2020"	"December"	"12"	75
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"January"	"1"	84
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"February"	"2"	66
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"March"	"3"	68
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"April"	"4"	73
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"May"	"5"	76
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"June"	"6"	67
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"July"	"7"	88
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"August"	"8"	125
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"September"	"9"	102
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"October"	"10"	73
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"November"	"11"	89
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"20-24 years"	"20-24"	"2021"	"2021"	"December"	"12"	87
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"January"	"1"	123
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"February"	"2"	123
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"March"	"3"	117
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"April"	"4"	112
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"May"	"5"	123
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"June"	"6"	132
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"July"	"7"	144
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"August"	"8"	146
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"September"	"9"	115
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"October"	"10"	98
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"November"	"11"	119
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2018"	"2018"	"December"	"12"	109
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"January"	"1"	118
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"February"	"2"	115
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"March"	"3"	103
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"April"	"4"	111
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"May"	"5"	141
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"June"	"6"	119
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"July"	"7"	104
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"August"	"8"	113
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"September"	"9"	104
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"October"	"10"	99
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"November"	"11"	102
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2019"	"2019"	"December"	"12"	85
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"January"	"1"	94
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"February"	"2"	100
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"March"	"3"	115
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"April"	"4"	103
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"May"	"5"	131
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"June"	"6"	90
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"July"	"7"	128
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"August"	"8"	135
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"September"	"9"	98
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"October"	"10"	110
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"November"	"11"	103
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2020"	"2020"	"December"	"12"	104
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"January"	"1"	118
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"February"	"2"	90
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"March"	"3"	92
	"Census Region 3: South"	"CENS-R3"	"White"	"2106-3"	"25-29 years"	"25-29"	"2021"	"2021"	"April"	"4"	111
